"304","Hakan Şükür'ün milli takım kadrosuna alınmaması","Ersun Yanal Hakan Şükür'ü  A milli futbol takımı kadrosuna dahil etmeme kararı doğru mu yanlış mı? Ersun Yanal haklı mı haksız mı?","Ersun Yanal Hakan Şükür'ü Milli takıma dahil etmedi. Hakan Şükür ve Ersun Yanal arasında yaşananlar basında geniş yer buldu. Acaba Ersun Yanal bu kararında haklı mı haksız mı?"
"305","Avrupa Birliği, Türkiye ve insan hakları","Türkiye'nin Avrupa Birliği'ne (AB) uyum sürecinde insan haklarıyla ilgili yaptığı yenilikler, çıkardığı kanunlar","Avrupa Birliği Türkiye'den insan haklarıyla ilgili iyileştirmeler bekliyor. Türkiye AB'ye girmek için Türkiye'deki insan haklarıyla ilgili sorunlarını gidermek zorunda."
"306","Turizm","Son yıllarda Türk turizmindeki gelişmeler",
"307","Türkiye'deki sokak çocukları","Türkiye'deki özellikle İstanbul'daki sokak çocuklarıyla ilgili olarak yapılan çalışmalar, bu çocukların sokak çocuğu olma nedenleri, parçalanmış  ailelerin bu olaya etkileri, bu çocukların sayıları, olayın toplumsal etkileri, bu çocukların işlediği suçlar.","Türkiye de özellikle büyük illerde ve özellikle İstanbul'da çok sayıda olan ve son yıllarda çok arttığı söylenen sokak çocukları konusunda yapılan çalışmalar bu çocukların aile yapıları, evden kaçma nedenleri, suç örgütlerinin bu konudaki varsa etkileri ve bu olayın arkasındaki toplumsal ve ekonomik nedenler gibi konular belgelerde geçmelidir."
"308","Türk filmleri ve sineması","Son yıllarda büyük sıçrama yaptığı söylenen Türk sinemasında yeni parlayan isimler, en kayda değer filmler, eski ustaların bu konudaki katkıları.","Türk sinemasının son yıllarda büyük bir ilerleme kaydettiği söylenmektedir.  Son yıllarda yapılıp büyük hasılat getiren bu türden iyi filimler, bu filmlerin yapımcıları ve artistleri,  bu gelişimin Yesilçam sinemasıyla olan bağlantısı, ulusal ve uluslar arası film yarışmalarında kayda değer bulunmuş Türk filmleri konu dahilindedir."
"311","Pakistan Depremi","Pakistan'da 8 Ekim'de meydana gelen büyük deprem ve bu depremin sonuçları","Güney Asya'da meydana gelen ve başta Pakistan olmak üzere Hindistan ve Afganistan'ı da etkileyen 7.6 büyüklüğündeki depremde ölenlerin sayısını, yıkılan yerleri, kurtarma çalışmalarını, diğer ülkelerin yaptığı yardımları anlatan bir doküman."
"324","Sanat ödülleri","Türkiye'de edebiyat, müzik, resim, sinema gibi sanat dallarında verilmiş ödüller.","Türkiye'de sanatın değişik dallarına ne gibi ödüller, hangi yıllarda kimlere verilmiş. Bu ödüllerin sebepleri, sonuçları, etkileri..."
"339","Avrupa Birliği Fonları","Avrupa Birliği tarafından Türkiye'de, kamuya ve özel sektöre ait her alandaki proje ve programlar için ayrılan fonlar, geri ödemeli veya hibeli krediler.","Avrupa Birliği'nin bütçesinden, Türkiye'de gerçekleştirilecek özel sektöre veya kamuya ait her türlü sosyal, ekonomik, teknolojik proje ve programlarda kullanılmak üzere ayrılan fonlar, Birlik tarafından Türkiye'nin kurum ve kuruluşlarının kullanımına açılan geri ödemeli krediler veya hibe edilen maddi değerler."
"342","Futbolda şike","Futbolda şike soylentileri, yorumlar   ve kanıtlar","Maçlarda yapılan şikeler, dönen paralar , kanıtlar, belgeler, yorumlar, verilen cezalar."
"343","milletvekili  dokunulmazlığı","Milletvekilleri meclis kararı olmadan yargılanamaz, soruşturmaya tabii tutulamaz.","Milletvekillerine kürsü özgürlüğü amacıyla sağlanan dokunulmazlık, bütün suçları da kapsamakta ve milletvekilleri yargılanamamaktadır. Yargılama için tek yol meclisin dokunulmazlığın kaldırılması kararı alması veya milletvekilliğinin sona ermesidir."
"344","2001 Erkekler Avrupa Basketbol Şampiyonası","milli takımı sporcularının turnuva süresindeki ve turnuva sonrasındaki düşünceleri, onlarla yapılan röportajlar ve takımdaki son haberler","Türk erkek basketbol takımımızın 2001 avrupa şampiyonasındaki performansı, turnuva süresindeki ve sonrasındaki görüşleri, onlarla turnuva boyunca yapılan röportajlar ve takımımızdaki son durumlar"
"347","2002 Dünya Kupası","Türk Milli Takımı'nın 3. olduğu 2002 Dünya Kupası","2002 Dünya Kupası'na katılan Türk Milli Futbol Takımı'nın başarısı anlatan mesela kupa maçları boyunca hangi takımlarla oynadıklarını ve bu maçlarda elde ettikleri sonuçları içeren bir doküman."
"348","bilişim eğitimi ve projeleri","Türkiye'de yapılan bilişim eğitimi ve bilişim projeleri, bu eğitimin ve projelerin kaliteleri ve sanayiye katkıları","Türkiye'de yapılan bilişim eğitimi ve projelerinin süreçleri, sorunları ve ülkeye sağladığı katkılar. Bu eğitimin ve projelerin yaygınlaştırılması konusunda görüş ve öneriler"
"349","Global ısınma","Global ısınmanın dünya iklimine olumsuz etkileri nelerdir, bu etkileri azaltmak veya yok etmek için neler yapmalıyız?","Global ısınmanın dünyamız üzerindeki olumsuz etkileri nelerdir, global ısınmayı önlemek için alınacak tedbirler nelerdir, kyoto protokolünün önemi nedir, insanları bu konuda nasıl bilinçlendirebiliriz?"
"350","Türkiye'de mortgage","Mortgage'in nasıl işleyeceği, Türkiye'ye yararları ve mevcut kredi sistemleri üzerindeki oluşturacağı etki. Kamuoyunun mortgage'den beklentileri.","Mortgage sistemi ile nasıl ev sahibi olunabilceği, Türkiye'de ne tür etkilerinin gözlenebileceği. Mevcut kredi sistemindeki faiz oranlarında ne tür bir değişime yol açacağı. Ev almayı planlayan insanların mortgage sisteminden beklentileri."
"352","ABD Afganistan Savaşı","ABD'nin Afganistan'a yaptığı operasyonda Türkiye'nin rolünü açıklayan bir doküman.","ABD'nin Afganistan'a yaptığı operasyonda Türkiye'nin sınırlarının, hava sahasının ABD tarafından kullanılıp kullanılmadığını, kullanılmışsa hangi olanakların ABD'nin çıkarı için sunulduğunu açıklayan bir doküman."
"360","Yüzüklerin Efendisi-Kralın Dönüşü","11 dalda ödül alan Yüzüklerin Efendisi-Kralın Dönüşü filminin başarısını anlatan bir doküman.","Los Angeles'daki Kodak Theatre'da düzenlenen 76. Oscar ödül töreninde, en iyi film ödülünü alan ve aday olduğu 11 dalda, ödüllerin tamamını toplayan, Yüzüklerin Efendisi üçlemesinin sonuncusu Kralın Dönüşü filminin başarısını ve filmle ilgili yorumları içeren bir doküman."
"362","Beyin Göçü","Türkiye'de yetişen akademik olarak başarılı öğrencilerin üniversite veya sonrasındaki bilimsel çalışmaları için yurt dışını tercih etmeleri","Türkiye'nin bilimsel gelişmesinin önünde büyük bir engel olarak gözüken beyin göçünün sebepleri ve Türkiye'deki bilimsel çalışmalara muhtemel etkileri"
"366","aile kadın şiddet","Aile içinde kadına karşı uygulanan şiddetin alkol ve parasızlık gibi sebepler dışında ne gibi sebepleri vardır? Kadına şiddet daha çok hangi tür toplumlarda görülmektedir? Çocuk gelişimine etkileri nelerdir?","""Kadına uygulanan aile içi şiddetin nedenleri nelerdir? Bu tür bir şiddet daha çok hangi toplumlarda ve hangi şartlar altında görümektedir? """"Cennet annelerin ayakları altındadır"""" deyişi ile """"dayak cennetten çıkmaktadır"""" deyişi büyük bir tezat oluşturmaz mı? Bugunün aile içi şiddete seyirci olan çocukları yarının anneleri ya da babaları olacağına göre, en azından çocuklarımızı aile içi şiddetten korumak için neler yapabiliriz?"""
"367","sporcuların doping yapması","Sporcuların doping yapması yarışma veya müsabakalarda fiziksel dayanıklıklarını artırmak için kullanımı yasak olan performans artırıcı madderleri kullanmasıdır.","Sporcular metabolizmalarını hızlandıracak, kendilerine güç ve dayanıklılık sağlayacak ilaçları veya maddeleri alarak rakiplerine üstünlük sağlamak için doping yaparlar. Doping sporcu sağlığına zarar verdiği için yasaklanmıştır."
"368","ozon tabakasındaki delik","Ozon tabakası dünyaya uzaydan gelen ultraviyole ışınnları süzen bir filtredir. Bu filtrede oluşan delik cilt kanseri vakalarında artışa neden olmaktadır.","Ozon tabasının incelerek delinmesi ve deliğin büyümesinde ana etken kloroflorokarbon gazlarıdır. Oluşan delikten dünyaya erişen zaralı ışınlar cilt kanserine neden olmaktadır. Işınların zaralı etkisinden korunmak için güneş ışınlarına çok fazla maruz kalmamak gerekmetedir."
"373","Rusya'da okul baskını","Kuzey Osetya'da yüzlerce kişinin rehin tutulduğu okul binasına Rus güçleri tarafından düzenlenen operasyon.","Rusya'nın kuzey bölgesinde yer alan Osetya şehrinde, teröristler tarafından işgal edilen ve içerisinde yüzlerce kişinin rehin tutulduğu okul binasına Rus güçler tarafından düzenlenen operasyon."
"374","İstanbul'da bombalı saldırı","İstanbul'da 15 Kasım 2003 tarihinde, Kuledibi'ndeki Neve Şalom ve Şişli'deki Betyaakov Sinagogu yakınlarında saat 09.30'da meydana gelen patlamalar.","İstanbul'da 15 Kasım 2003 tarihinde, Kuledibi'ndeki Neve Şalom ve Şişli'de Betyaakov Sinagogu yakınlarında saat 09.30'da meydana gelen patlamalarda ölenlerin ve yaralananların sayısını, bu saldırıyla üstlenen grupların açıklamalarını içeren bir doküman."
"377","Sakıp Sabancı'nın vefatı","Sakıp Sabancı'nın 10 Nisan 2004 saat 05.55 sıralarında vefat etmesiyle ilgili dokümanlar.","Türkiye'nin en büyük işadamlarından biri olan Sabancı Holding Yönetim Kurulu Başkanı Sakıp Sabancı'nın, tedavi gördüğü Amerikan Hastanesi'nde 10 Nisan 2004 saat 05.55 sıralarında vefat etmesiyle ilgili bütün detayları ve vefatından sonra yaşanan olayları  içeren bir doküman."
"378","Ecevit Sezer çatışması","MGK toplantısında Cumhurbaşkanı Sezer'in Başbakan Ecevit'e anayasayı fırlatmasıyla  gelişen olaylar.","Milli Güvenlik Konseyi toplantısında Sezer'in Ecevit'e “Bilmiyorsanız anayasayı okuyun.” Diyerek anayasayı fırlatması, Ecevit'in bu olayın ardından basına yaptığı açıklama ve ilgili gelişmeler."
"382","Kıbrıs Türk üniversiteleri","Kıbrıs'ta açılan yeni üniversitelerin ve burada okuyan öğrencilerin sorunları, nasıl öğrenci aldıkları, denklik, kalacak yurt, öğretim üyesi bulma konusunda yaşanan sorunlar.","Kıbrıs'ta açılan yeni Türkiye'ye yönelik üniversitelerin denklik ve benzeri sorunları, YÖK'le olan ilişkileri, kaç öğrenci aldıkları, açılan bolümler, tercih durumları, bölgedeki kumarhanelerin öğrenciler üzerindeki etkileri."
"383","Türkiye'de 2003 yılında turizm","Türkiye'ye 2003'te gelen turist sayısı ve dağılımı, illerdeki turizm durumu, turizmin ekonomiye katkısı,","Türkiye'ye gelen turistlerin ülkelere, aylara göre dağılımı, gelen turistlerin Türkiye ekonomisine katkısı, illere göre turizm yoğunluğu, yaz ve kış turizm verileri"
"406","Türkiye'nin Nükleer santral çalışmaları","Türkiye'nin Nükleer santral çalışmaları, nülkeer santral projeleri","Türkiye'nin Nükleer santral çalışmaları, nülkeer santral projeleri, nükleer santralin güvenliği, Çevrecilerin tepkileri"
"411","hızlı tren kazası","hızlı tren kazasının nedenleri ve alınan önlemler","ankara istanbul arasındaki hızlı tren kazasının nedenleri, bunun bir daha yaşanmaması için alınan önlemler."
"412","YÖK'ün Üniversitelerimiz üzerindeki etkisi","Yüksek Öğretim Kurulu, YÖK'ün kuruluşu, üniversitelerimiz üzerindeki olumlu olumsuz etkileri, eleştirilen yönleri, YÖK hükümet ilişkileri","Yüksek Öğretim Kurulu, YÖK'ün kuruluş amacı, üniversiteler, öğretim üyeleri ve üniversite öğrencilerinin YÖK'e bakışı, üniversitelerin yönetim ve gelişimine olumlu olumsuz etkileri, yapılan eleştiriler, protestolar, YÖK'ün yeniden yapılandırılması, YÖK'ün hükümetle ilişkileri, YÖK Bilkent Doğramacı ilişkisi, AB sürecinde YÖK'ün yeri"
"414","İbrahim Tatlıses'in kadınları","İbrahim Tatlıses'in yaşadığı aşklar ve kadınlarla ilgili yarattığı huzursuzluklar kavgalar.","Meşhur türkücü İbrahim Tatlises'in yaşadığı aşklar, eski ve yeni sevgilileriyle olan kavgaları."
"416","Parçalanmış aileler","Parçalanmış aile bireylerinin  yaşadığı sorunlar, özellikle bu türden ailelerin çocuklarının ve kadınlarının durumları.","Türkiye'de terör, ayrılma, boşanma, terk etme ve benzeri durumlarda ortaya çıkan parçalanmış aile tablosunda bu türden aileye mensup kişilerin özel hayatlarında yaşadıkları sorunlar."
"417","Aile içi şiddet","Aile bireyleri arasında yaşanan şiddet olayları ve sebepleri. Çocuklara ve kadınlara uygulanan şiddet, buna maruz kalanların yaşadığı sorunlar.","Eşler arasında yaşanan şiddet olayları, dayağa maruz kalan çocuklar, insan hakları açısından konunun ele alınması, uzman yorumları, hukuki önlemler ve yaptırımlar."
"419","Türkiye'de kanser","Türkiye'de son yıllarda özellikle Karadeniz bölgesinde arttığı düşünülen kanserli hasta sayısının Çernobil olayı ile varsa olan ilişkisi ve bu ilişkiyi irdeleyen çalışmalar, resmi kuruluşlar tarafından verilen istatistiklerin güvenilirliği.","Son yıllarda çok gözlenen kanser vakalarının Çernobil olayı ile olan ilişkisi, bu ilişkinin irdelenmesi, Karadeniz'de gözüken artmış kanser vakaları, yetiştirilen ürünlerin kanser yapma riski, sağlık bakanlığı ve öteki resmi makamlarca verilen sayıların ne denli güvenilir olduğu."
"421","Futbol terörü ve holiganizm","Futbolda yaşanan şiddet olayları, bunların nedenleri ve engellenmesi için alınacak önlemler.","Türkiye'de ve dünyada yaşanan futbol terörünün arkasında yatan önemli nedenler, kültürel düzeyin etkisi. Şiddetin ve holiganizmin önüne geçmek için gerekli olan uygulamalar."
"423","Türkiye'de ikinci el otomobil piyasası","Türkiye'de son yıllarda ikinci el otomobil piyasasındaki durum, son dönemlerde piyasada yaşanan düşüşün sebep ve sonuçları, yeni otomobil piyasasındaki yeniliklerle bağlantısı","Türkiye'de son yıllarda ikinci el otomobil piyasasındaki durum, piyasadaki değişme nedenleri, piyasayı canlandırma çabaları ve sıfır otomobil piyasası ile bağlantısı"
"424","Tarihi eser kaçakçılığı","Türkiye'den kaçırılan tarihi eserler ve tarihi eser kaçakçılığa karşı yapılanlar","Türkiye'de sıklıkla rastlanan tarihi eser kaçakçılığı konusu ile ilgili olarak kaçırılan eserler nelerdir, kaçakçılığı önlemeye yönelik neler yapılmaktadır"
"426","Festival","İnsanların eğlenmesi ve kültür paylaşımı yapabilmesi için düzenlenen festivaller.","Festival tarihleri, katılmak isteyenler için genel bilgiler, festival kapsamında yer alan organizasyonlar, yorumlar."
"428","Türkiye'de bayram tatillerinde meydana gelen trafik kazaları","Türkiye'de bayram tatillerinde meydana gelen trafik kazalarının nedenleri, va alınan önlemler.","Türkiye'de bayram tatillerinde meydana gelen trafik kazalarının nedenleri, insanlar üzerindeki etkileri ve kaza sayılarını azaltmak için alınan önlemler."
"432","öğrenmeyi etkileyen faktörler","öğrenmeyi etkileyen faktörler ve etkileri, öğrenme teknikleri","öğrenmeyi etkileyen faktörler ve etkileri, öğrenme teknikleri, motivasyonun ve öğretme tekniğinin önemi, öğrenci-öğretmen ilişkisi"
"433","Kekik otu","Kekik otunun faydaları, sağlık üzerindeki etkileri","Kekik otunun faydaları, sağlık üzerindeki etkileri, kullanım şekli ve miktarı"
"435","telif hakları","Türkiye'de telif hakkı yasalarının durumu ve bu konuda yapılan çalışmalar","Türkiye'de telif hakkı yasalarının durumu, film, müzik ve kitap konularında şu anki durum ve bu konuda yapılan yasal çalışmalar"
"437","İnternet ve toplum","İnternet'in yaygınlaşması, sunulan hizmetler, toplum üzerindeki etkileri.","Dünya'da İnternet'in yaygınlaşması sonucu ortaya çıkan değişiklikler, İnternet cafeler, Sunulan hizmetler, Sansür ve toplumun buna bakışı, İnternet suçları."
"442","Tarım Hayvancılık Sorunları","Türkiye'de tarım ve hayvancılık alanında yaşanan problemler ve bunların çözüm yolları.","Tarım ve hayvancılık sektörünün Türkiye ekonomisine katkısı, insanların yaşamına ve ekonomiye etkisi ve bu sektörde yaşanan sorunlar ve çözümleri."
"444","İran'da Nükleer Enerji","İran'ın nükleer enerji ile ilgili politikaları, açıklamaları, nükleer enerji ile ilgili İran'da sürdürülen faaliyetler, uluslararası toplumdan İran'a nükleer enerji politikaları ile ilgili yöneltilen tepkiler veya verilen destekler","İran hükümeti tarafından İran'ın nükleer enerji politikaları ile ilgili yapılan açıklamalar, bu konu ile ilgili İran'ın faaliyetleri, uluslararası toplumun İran'ın nükleer enerji programı ile ilgili yaptığı açıklamalar, İran'a gösterilen tepkiler, yaptırım planları, diğer hükümetlerden İran'a nükleer enerji politikaları ile ilgili verilen destekler"
"450","satranç","Satrancın yazılı basında ne ölçüde yer aldığı","Toplumun ve basının satranca ilgisini ölçmek."
"452","Kalıtsal Hastalıklar","Genlerin insan sağlığı üzerindeki etkisi, hastalıkların kalıtsal nedenleri.","Kalıtım yoluyla insanlarda oluşan hastalık çeşitleri ve tedavi yöntemleri. Genetik araştırmaların ortaya koyduğu kalıtsal hastalıklar."
"472","hiperaktivite ve dikkat eksikliği","hiperaktivite ve dikkat eksikliği nedir? Belirtileri, teşhisi, tedavisi nelerdir? Çocukların ve yetişkinlerin günlük yaşamına olumlu ve olumsuz etkileri nedir? Hiperaktif çocuklara öğretmen nasıl yaklaşmalı? Bu çocuklara yönelik eğitim sistemi nasıl geliştirilebilir?","Beslenmenin dikkat eksikliğindeki rolü nedir? İlaç dışında alternatif tedavi yöntemi var mı? Diet programları var mı? Ritalin, concerta gibi ilaçlar dopamin seviyesini nasıl etkiler? İlaç yerine konsantrasyonu artırıcı kafein içeren kahve, kola gibi ilaçlar alınsa her bireye aynı faydayı gösterir mi? İlaç tedavisi ne zamana kadar gerekir? Neden teşhis ve tedavi yöntemleri kişiden kişiye değişiyor?"
"474","lenf kanseri","Türkiye'deki lenf kanser istatistikleri","2001-2005 arasında lenf kanser vakaları ve dağılımı"
"481","28 Şubat süreci","28 Şubat süreci ve Türkiye üzerindeki etkileri","Bu süreçte Kimler kazandı, kimler kaybetti. Temel amaçlar nelerdi"
